id,title,birth_date,death_date,bio
9859,Adrien Pierre François Godefroy,1777,1865,
87501,Ashiru,,,
106613,Shoshin Masayuki,,,
3107,Brady's National Photographic Portrait Galleries,,,
32349,Noda Tetsuya,1940,,
68859,Iyola Kingwatsiak,1933,2000,
40426,Fra Bartolommeo,1472,1517,
13044,Peder C. Johnson,1941,2008,
101569,Liao Shiou-ping,1936,,
62941,Jenney & Mundie,,,
29010,Thomas Webb & Sons,,,
35033,Jacob Hurd,1702,1758,
44873,Stella F. Simon,1878,1973,
31973,Johann Georg Maucher,1604,1680,
86255,Brad Richman,1971,,
35199,Yousuf Karsh,1908,2002,
6610,Eugene Detmold,,,
113807,William Strange & Company,,,
48153,Franz Ludwig Catel,1778,1856,"German painter. As a child, Catel helped carve small wooden figures in the toyshop owned by his father. With the encouragement of the printmaker Daniel Chodowiecki, Catel enrolled at the Berlin Kunstakademie, becoming a full member in 1806. In 1807, after already making a name for himself as a watercolourist and book illustrator, he began several years of study at the Académie des Beaux-Arts in Paris, where his main subject was oil painting. In 1811 he moved to Italy, where he stayed for the rest of his life. Initially he wavered between Joseph Anton Koch's classically heroic style of landscape painting and the Romantic lyricism of the Nazarenes. Eventually he found that he could best exercise his technical ability, and most quickly achieve fame and fortune, by producing Italian landscapes. He specialized in Neapolitan scenes depicting festive folk customs; and such paintings proved popular with the mass of wealthy travellers who came to Italy after the Napoleonic Wars. "
29440,Paul Zakoian,,,
40563,Anthony van Dyck,1599,1641,
58503,Ethel Stein,1917,2018,
100378,Frank Connet,1959,1959,
2653,Jabez Bligh,,,
116756,Maeda Morikazu,,,
114291,Joseph Hecht,1891,1951,
35930,Otto Mueller,1874,1930,
10687,Katô Hajime,1900,1968,
108318,Sino Tibetan,,,
34788,Francis Haar,1908,1997,
85479,M. Jesurum & Cie.,,,
41372,Pieter Lastman,1583,1633,
17512,Philippe Mohlitz,1941,,
84141,George Loring Brown,1814,1889,
13228,Jugtown Pottery,,,
9336,Arnold Gassan,1930,,
47475,Heinz Fuchs,1886,1961,
11215,Thomas Hearne,1744,1817,
41958,Marquand Fidel Dominikus Wocher,1760,1830,
36865,Maurice Tabard,1897,1984,
1356,Baccarat Glassworks,,,
9766,Apollonio di Giovanni,1415,1465,"Apollonio di Giovanni di Tomaso was an Italian painter and miniaturist. He specialised in the figurative decoration of cassoni. In early 15th-century Florence, Apollonio was a leading supplier of cassoni. His workshop was the most fashionable firm in the city: in the 17 recorded years of its existence, the artist and his craftsmen produced more than 300 cassoni. In his works, obvious affinity can be seen with Florentine painters of his time: Fra Angelico, Domenico Veneziano, Paolo Uccello, Benozzo Gozzoli. Apollonio worked in collaboration with Marco del Buono Giamberti (1402-1489) until 1463. "
16180,Peter Marcus,1889,1934,
47025,Circle of Bernardino Campi,1522,1595,
69177,James Jefferys,1751,1784,
21709,Obadiah Rich,1809,1888,
118461,Andy Robert,1984,,
49938,G. Daniel Massad,1946,,
110051,Trowbridge & Jennings,,,
37327,Karl Wirsum,1939,2021,
116886,Charles–Guillaume Diehl,,,
57926,Per Boije,,,
33364,David Adler,1882,1949,
22575,Russian Imperial Porcelain Factory,,,
104911,Bernard Rozran,,,
33734,Robert Emmet Brady,1928,1986,
47926,Acme Roto Service,,,
44609,Johann Adam Klein,1792,1875,
102596,Kano Tanshin Morimasa,1653,1718,
4857,Virginia Keep Clark,1878,,
2080,Gerrit Albertus Beneker,1882,1934,
73595,Charles Villemin,,,
68273,"Jörg T. Sorg, the Younger",1517,1603,
105316,Peter Davies,,,
5600,George Croome,1807,1879,
36189,Bertrand D. Phillips,1938,,
33671,Robert Frederick Blum,1857,1903,
10111,Pierre Louis Henri Grévedon,1776,1860,
43820,Jindřich Štreit,1946,,
3384,Bolton Brown,1865,1936,
86039,Arlson,,,
114854,Artist unknown,,,
38197,Fürstenberg Porcelain Factory,,,
48295,Nicholas Africano,1948,,
9623,Robert John Gibbings,1889,1958,
101705,Denuelle Porcelain Manufactory,,,
1004,Ted Argeropolos,1946,1975,
48082,Zhang Yin,1761,1829,
3039,Henri Boutet,1851,1919,
64417,Lari Pittman,1952,,
115101,Taniguchi Kokyo,1864,1915,
47377,Jimmie Durham,1940,2021,
33935,Jean Charlot,1898,1979,
31908,John Macsai,1926,2017,
1454,Michal Baker,1946,,
40518,Nicholas Pocock,1740,1821,"English painter and sailor. After an apprenticeship in the Bristol shipbuilding yards of Richard Champion, Pocock began a career at sea in the mid-1760s. He was a practiced and gifted amateur watercolourist (his earliest signed and dated watercolour is from 1762), and when in command of the Lloyd, one of Champion's merchantmen, he began to keep detailed logbooks illustrated with wash drawings (four at London, National Maritime Museum). In 1780 he gave up his sea career, married and sent his first oil painting to the Royal Academy. The picture arrived too late for exhibition, but Sir Joshua Reynolds wrote back, noting 'It is much beyond what I expected from a first essay in oil colours'. Pocock exhibited annually at the Academy between 1782 and 1812 and enjoyed a steady supply of commissions for oil paintings and watercolours, mostly of marine subject-matter. He produced a series of watercolour views of Bristol in the 1780s, many of which were engraved, and of Iceland in 1791. In 1804 and 1811, editions of William Falconer's poem The Shipwreck were published with plates etched after Pocock's designs. Pocock worked as a war artist in the 1790s: he witnessed the Battle of the Glorious First of June (1794) and recorded this and several other actions of the French wars; many of these works were engraved. Less adept artistically than his predecessor Charles Brooking and less advantaged socially than his contemporaries the Serres family, Pocock was nevertheless a gifted and prolific artist. Works such as the Cutting out of the 'Hermione' (1800; London, National Maritime Museum), romantic in spirit, confirm his artistic range. One of his sons, William Innes Pocock (1783-1836), also became a seaman and marine artist. "
35418,Sir John Lavery,1856,1941,
37425,Francesco Zuccarelli,1702,1788,"He was a Florentine landscape painter who worked principally in Venice and England. He met Richard Wilson in Venice in 1751 and they exchanged paintings; in 1752 he went to London and remained until 1762. He returned to London in 1765 and stayed until 1771, being elected a Founder-Member of the Royal Academy in 1768. His light and facile style of landscape painting, with picturesque peasantry, was very popular in England and was preferred to the graver style of Wilson. There are several examples in the Royal Collection, Windsor, and others in Cambridge (Fitzwilliam Museum), Glasgow, London (National Gallery), Manchester, Oxford , Venice and elsewhere. London (Tate Gallery) has his grand historical landscape, Cadmus Killing the Dragon (1765). "
5944,Hanne Darboven,1941,2009,
115802,Charles A. Guerin,1949,,
108733,Paul Neale,1966,,
99071,Jennie Williams,1839,1929,
46566,Circle of Egbert van Drielst,1746,1818,
43764,Alfredo Jaar,1956,,
42876,Alson Skinner Clark,1876,1949,
62039,Pierre Millet,1833,1914,
66979,Albert E. Fruin,,,
2278,Niccolò Berrettoni,1637,1682,
25418,Ike Taiga,1723,1776,
41309,"Jan Peeters, I",1624,1687,
116687,Tetsuo Takayanagi,1919,2018,
88725,Anne Chu,1959,,
42933,Patrick Nagatani,1945,,
7095,Nathalie Du Pasquier,1957,,
115947,Tiana Birrell,1989,,
19961,Tommi Parzinger,1903,1981,
52030,Adam Eck,1604,1664,
10243,Horatio Greenough,1805,1852,
46423,Workshop of Andrea della Robbia,1435,1525,
68121,D. Coder Taylor,1913,2000,
114205,Nik Carpenter,,,
116238,John Van der Meulen,,,
49386,Alexander Roux,1813,1886,
85547,Johann Adolph Darnstedt,1769,1844,
42030,Louis Fairfax Muckley,,,
37130,Giorgio Vasari,1511,1574,"Italian painter, architect and biographer, one of Italy's busiest and most influential Mannerist artists. Born in the Florentine subject city of Arezzo, Giorgio was the child of a potter, and precocious enough for Cardinal Silvio Passerini, guardian of the young Ippolito and Alessandro de' Medici, to sponsor his education alongside them in Florence - presumably to act as a provincial spur to their overprivileged laggardliness. Thus began a connection with the Medici that lasted until the death of the steadiest patron of his work as a painter, architect and decorator-of-all-work, the Grand Duke Cosimo I. Thanks to a steady succession of Medicean and papal commissions (interspersed with others from individuals and religious bodies), Vasari produced an immense volume of artistic work, helped by a natural fluency and by teams of capable assistants: both were factors in his contemporary fame as an artist and his subsequent neglect - until quite recently. He was trained in Florence, in the circle of Andrea del Sarto and his pupils Rosso and Pontormo, where, above all, he became a Michelangelo idolater. As a painter his quality can be gauged by the posthumous portrait of Lorenzo the Magnificent, the altarpiece of the Immaculate Conception in SS. Apostoli, the decorative schemes in the Salone dei Cinquecento and elsewhere in the Palazzo Vecchio - all in Florence; and by the Sala dei Cento Giorni (Room of the Hundred Days - the time he took to paint it) and the Sala Regia in Rome: in the Palazzo della Cancelleria and the Vatican respectively. Some of his principal paintings are in his own house in Arezzo, which is now a museum. He was important in the development of Counter-Reformation iconography, as in his Immaculate Conception (Florence, SS. Apostoli; sketch in Oxford, Ashmolean), and in elaborate allegories glorifying the Medici Grand Dukes. As an architect he can be judged from the Florentine Uffizi and the Pisan Palazzo dei Cavalieri. In spite of almost incessant artistic activity he found time to establish a more lasting and far more respected reputation as a writer. In his Le Vite de' più eccelenti architetti, pittori, et scultori italiani (Lives of the most excellent painters, sculptors and architects), planned from 1543, published in 1550 and heavily revised in 1568, he wrote the first and still the most influential of all narrative and critical histories of art. The Vite drew on the same philosophical, shaping drive as distinguished the work of the great political historians of his youth, Machiavelli and Guicciardini. They embody the humanist notion that history should instruct and encourage through the record of notable careers and notable achievements: and he humanizes their humanism by infusing the biographies with the spirit of Boccaccio's novellas. Though substituting the pen for the brush, he never pretends not to be a professional artist; the Lives are introduced by a long technical preface on materials and procedures, and they reflect his determination to give his profession a pedigree that would enhance public respect for its practitioners. No other work of the period contains so many independent judgments. Of the facts (gleaned from tours of Italy, correspondence, reading and the questioning of artists or their surviving friends), enough are accurate to ensure the status of the Lives as the quarry from which all histories of Italian Renaissance art must be hewn. The judgments were based on the first developed vocabulary of critical appraisal, with such concepts as proportion, design and manner being used as a check on the success with which an artist brought his first idea to completion. His book became the model for artistic biographers in other countries, such as van Mander in the Netherlands, Palomino in Spain, and Sandrart in Germany. Equally revolutionary was his notion of progress in the arts. He did not attempt to press sculpture and architecture into the same pattern, but allowed for their shifting position within a route which painting had followed. When ancient Rome fell, art declined. All the Italians knew of art was the flat, lifeless style derived from Byzantium. Then, around 1250, art was reborn. It grew to maturity in 3 stages. In the first (whose hero was Giotto), artists began to grope towards imitating the colours and forms of nature, the solid physical presence and the expressiveness of the living human body. In the second (whose inspiration was Masaccio), from c. 1400 to c. 1500, they indulged in a riot of experiment, especially in perspective and anatomy, that brought art's ability to record the real ""world almost to fruition, though it retained a certain harsh or rule-fettered flavour. It was in the third period, which included the careers of Leonardo, Raphael and Michelangelo, that artists not only mastered nature but triumphed over her. And when the grace and omnicompetence of a painter's hand could go, as Vasari put it, 'beyond the hand of nature', then the art of antiquity had been surpassed and the rebirth of art had led to a career for it of unparalleled achievement. Vasari's concept of Renaissance invoked a period from the early 14 century to the 1560s when, with Michelangelo dead (in 1564), Vasari himself was left - as he fairly directly implies - to keep the momentum going on his own. It is far from a coincidence that most subsequent views of 'Renaissance' envisage the same timescale. He saw his 3 phases anthropomorphically, as representing the childhood, youth and maturity of art; the imprint of this implied critical canon has faded, but it determined the value placed upon works of art for centuries. "
66095,Follower of Jacopo Bassano,,,
23173,Jörg Schmeisser,1942,,
61300,JF Mascher,,,
111904,Formafantasma,,,
113939,Margreta  Bem,,,
33870,Jean Baptiste Carpeaux,1827,1875,
49555,Paul Andreu,1938,,
34065,Edward Gordon Craig,1872,1966,
15738,Alexandre Lunois,1863,1916,
41165,Edward Linley Sambourne,1844,1910,
24966,Robert Stiegler,1938,,
44367,Charles R. Hechter,1886,1951,
87653,Roberto Guidotti,1951,,
2014,Joseph Louis Hippolyte Bellangé,1800,1866,
112851,Aoyama Masaharu,1893,1969,
36408,David Roberts,1796,1864,"Scottish painter. He was apprenticed to a house painter, then worked as a scene painter for a travelling circus and Glasgow and Edinburgh theatres, in 1822 he settled in London and worked at the Drury Lane Theatre with his friend Clarkson Stanfield. From 1831 he travelled widely in Europe and the Mediterranean basin and made a fortune with his topographical views. He worked in oil and watercolour and published lavishly illustrated books, among them the six-volume The Holy Land, Syria, Idumea, Arabia, Egypt & Nubia (1842-49). His work can be monotonous when seen en masse, but at his best he combines bold design with precise observation. "
43508,Paul Rand,1914,1996,
41535,William Anderson,1757,1837,"Scottish painter. He was born in Scotland in 1757, though the precise details of date and place are elusive. He trained initially as a shipwright, but by the age of thirty was an accomplished and skilled marine painter and had settled in London. He seems to have applied himself to the study of the Dutch Old Masters of the Van de Velde school, since he produced numerous small works on panel which are strongly evocative of that style. Anderson first exhibited at the Royal Academy in 1787. He seems to have been on the periphery of artistic life in London: he was a pall-bearer at the funeral of Giuseppe Marchi, Reynolds's favourite assistant, and in 1797 he was an unsuccessful candidate for Associate Membership of the Royal Academy. He seems to have had no part in the artistic controversies of the day. His regular Royal Academy exhibitions continued annually until 1811, and then intermittently until his last in 1834. His best work was executed in the years 1790-1810, when the demand for marine paintings, during the Napoleonic Wars, was at an all-time high. Anderson painted many of the naval battles of the period, often commissioned by serving officers, and his work shows a meticulous attention to nautical detail allied to an accurate draughtsmanship and lively colouration. At this period, he may be considered one of the leading marine artists of his generation. Anderson and his wife Sarah were great friends of the landscape painter Julius Caesar Ibbetson who had also been trained as a shipwright. Towards the end of his career, Ibbetson moved to Yorkshire, and it seems likely that Anderson visited him there. Certainly, Anderson was a considerable influence on the development of marine painting in the port of Hull, where a lively school developed in the early years of the 19th century, most notably in his encouragement of the best painter of that school John Ward (1798-1849). "
44737,Martha Pearson Casanave,1946,,
8049,John Faed,1820,1902,
87203,Minangkabau,,,
35674,Charles Maurand,1824,1904,
77407,Giulio Sanuto,,,"Italian engraver. He was active in Venice and, at some time in the later 1540s or early 1550s, in Rome. His first dated print is from 1540. From 1557 he engraved engraved maps in Venice which were published by Giordano Ziletti and others. "
40774,"Jonathan Richardson, the elder",1667,1745,
13316,Cestmir Kafka,1922,,
73917,C. Schultz,,,
116812,Fazlur Khan,,,
37219,Andy Warhol,1928,1987,
63444,Jules Achille Noël,1815,1881,
97203,Robert Buitron,1953,,
104593,Jen Davis,1978,,
51020,Beth Turk,,,
115678,KONE Corporation,,,
35731,Howard Meister,1953,,
115382,Mary Mito,1944,,
41923,Denijs van Alsloot,,,
40631,Louis Pierre Henriquel-Dupont,1797,1892,
45063,Jean Dufy,1888,1964,
3310,Edgar Britton,1901,1982,
115228,Rebecca Morris,1969,,
49943,Judean,,,
35361,Kawanabe Kyôsai,1831,1889,
30499,J. P. Atterberry,1942,,
106404,Lecler Pére et fils,,,
12442,James Dickson Innes,1887,1914,
102447,Paul Dickinson,,,
114069,Granite Glass Works,,,
7353,Thomas Eakins,1844,1916,"American painter, photographer, and sculptor, best known for his precise, exacting paintings in the tradition of the Barbizon School and Velázquez. He studied with Gérome and others in Paris from 1866-1869, but returned to Philadelphia in 1870 where he painted local figures and scenes that emphasized emotional truth and visual fact. He visited Spain, where he was drawn to the works of Velázquez. His interest in science led to probably his best-known painting, The Gross Clinic (1875), showing the famous surgeon in the operating theater. The picture shocked contemporaries with its frank depiction of blood. Eakins taught at the Philadelphia Academy of the Arts from 1876-1878, reforming the teaching methods and giving priority to painting from live nude models as oppose to drawing from plaster casts. He was forced to resign in 1886 for working with nude models in mixed classes. In addition to numerous portraits, he painted boating and other outdoor scenes that reflect his fascination with the human body in motion. Eakins was one of the first American photographers to explore the nude, in anatomy and motion studies and artistic studies of the human form. The latter often reflected a latent sexuality, which, along with his reliance on nude models in teaching, precipitated the scandals that plagued his life. Although he never achieved commercial success during his lifetime because of his realism and his resistance to prevailing genteel cosmopolitanism, Thomas Eakins was arguably the finest nineteenth-century American painter. "
34120,Leslie Johnsen,1955,,
41020,George Woodward,1750,1809,
73501,Edward Fennel,,,
12012,Bohuslav Horák,1881,1960,
92847,Marshall Field's (Department store),,,
51889,Antonio Casanova y Estorach,1847,1896,
112914,John Chapman,,,
44388,Harold Anchel,1912,1980,
36263,Rudy Pozzatti,1925,,
108334,Oriental Print Works,,,
36799,"Steuben Division, Corning Glass Works",,,
43699,Robert Wright,1954,,
101816,Kang Ning,1950,,
43733,Eileen Cowin,1947,,
42821,Marcel Jean,1900,1993,
36633,Shen Zhou,1427,1509,
52122,Friedrich Egermann,1777,1864,
102369,Leslie Baum,1971,,
46531,Circle of Guido Reni,1575,1642,
118334,Willem van Swanenburgh,,,
26799,Günther Uecker,1930,,
23061,Giotto Scapini,1936,,
38787,Amstel Porcelain Factory,1784,1814,
37188,Charles Francis Annesley Voysey,1857,1941,
32670,Carolina Eliza Rumbold,,,
1403,Bai Yen,,,
47770,Wari,,,
13087,Harold Jones,1940,,
42122,Jacques François Joseph Saly,1717,1776,
105855,APFEL,2003,,
75251,Joseph Ignaz Würth,,,
37022,Charles Traub,1945,,
115443,Chang Tang,1934,1990,
11055,Archibald Standish Hartrick,1864,1950,
46927,School of Baccio Bandinelli,1478,1560,
42437,Marie-Felice Subleyras-Tibaldi,1707,1770,
3081,Hercules Brabazon Brabazon,1821,1906,
111953,Tristan d'Estree Sterk,,,
47265,Style of William Callow,1812,1908,
8767,Christophe Fratin,1800,1864,"French sculptor, the son of a taxidermist. He first studied sculpture under Charles Augustin Pioche (1762-1839) in Metz but became disillusioned with the romantic style of the day and moved to Paris where he studied under the painter and sculptor Géricault. Fratin was one of the first of the French sculptors, along with Antoine Louis Barye, to successfully portray animals in bronze. His understanding of animal anatomy as well as their natural actions and poses gives his bronzes a life like realism. Most of his animal subjects appear gaunt with pronounced rib cages which is what they would have look like in their natural environment as opposed to the well fed zoo animals that were modeled by so many artists. Fratin's true understanding of animal anatomy and form came from his early experiences helping his father with his taxidermy business. Fratin's animal bronzes were very popular in most European countries as well as America and England during his lifetime. Some of his most favoured and collected sculptures are his numerous dancing bears, and dressed animals which are engaged in human activities. Fratin's work was highly romantic in its interpretation without the dramatic and sometimes violent treatment that Barye so successfully portrayed. Fratin executed may wild and domestic animal groups always capturing his subjects in their normal activities such as eating or in flight or motion with their flowing manes and tails. His ability to capture an animal in full flight, or at the exact moment of it's being caught by a predator was unmatched by any artist before or since his time. Fratin received several monumental commissions in France as well as other countries, one of which was the Deux Aigles Gardant Leur Proie which is located in New York's Central Park. Fratin exhibited at the Paris Salon in the years 1831-1842 and 1850-1862. He also exhibited at the Great Exhibition in London in 1851. "
39529,Mimmo Paladino,1948,,
100641,Society of Poster Art,,,
10644,Nicolas van Haften,1663,1715,
9875,Robert C. Goff,1837,1922,
101953,Toshikian Kizo,1868,1912,
20708,Daniel Philip Platt,,,
12383,John Ihle,1925,,
36326,Robert Rauschenberg,1925,2008,
117887,Nellie K. McWhinney,1865,,
115910,Glassworks Harrachov Czechoslovakia,,,
33574,Sir William Beechey,1753,1839,
1815,Lubin Baugin,1612,1663,"French painter, active in Paris. He painted religious works and has earned the nickname ""Le Petit Guide"" (Little Guido) because he was strongly influenced by Guido Reni. This suggests that he visited Italy, but there is no firm evidence. A small group of strikingly austere still-lifes, signed simply ""Baugin"" (examples are in the Louvre), has also been attributed to him, although there is little in common between these pictures and the religious works. "
44449,Asa Lenore,,,
43676,"Jones, Ball, and Poor",,,
40959,Jacques Desjardins,1671,1721,
87487,Thomas Demand,1964,,
40689,Suzanne Martyl Langsdorf,1918,2013,
35789,Helen Harvey Mills,1936,,
112105,Kazuo Kitai,1944,,
75197,Katherine Veren,,,
116845,Rachel Monosov,,,
86015,W. & A. K. Johnston,,,
35623,John Martin,1789,1854,"English Romantic painter and mezzotint engraver, celebrated for his melodramatic scenes of cataclysmic events crowded with tiny figures placed in vast architectural settings. He caught the public imagination with spectacular paintings such as Joshua Commanding the Sun to Stand Still (United Grand Lodge of Great Britain, London, 1816), the work that made him famous, and in 1821 Lawrence referred to him as 'the most popular painter of the day'. His work was indeed truly popular, for he made his living mainly through the sale of engravings of his pictures rather than the paintings themselves. He became famous in France as well as Britain, he was knighted by Leopold I of Belgium (1833), and his influence was felt by American artists such as Cole. However, while he pleased a vast audience and was regarded by some admirers as one of the greatest geniuses who ever lived, Martin was reviled by Ruskin and other critics, who considered his work vulgar sensationalism. Few artists, indeed, have been subject to such extremes of critical fortune, and his fame sank to such an astonishing degree after his death that very large and once famous paintings by him were sold in the 1930s for as little as £ 2. In the 1970s his reputation greatly revived. Martin made mezzotints not only as a means of reproducing his paintings but also as original compositions. Particularly noteworthy are his illustrations to the Bible and John Milton's Paradise Lost, which show that although he had great weaknesses as an artist, especially in his drawing of the human figure, he also had a vividness and grandiloquence of imagination not unworthy of such elevated subjects. He is sometimes called 'Mad Martin', but the sobriquet is undeserved and applies more to his brother Jonathan, who was insane and set fire to York Minster. John Martin was eminently sane and in the 1830s almost bankrupted himself with extremely ambitious but entirely practical plans for improving the water supply and sewage system of London. They were unsuccessful, but reveal a heroic desire to put the architectural visions of his paintings into a concrete form. His work is best represented in the Tate Gallery, London, and the Laing Art Gallery, Newcastle upon Tyne. "
41831,Gerardus Gossen,,1691,
40723,William Newenham Montague Orpen,1878,1931,
34198,Pieter De Neyn,1597,1639,
113714,Mitsunobu,,,
85793,Bortnyik,1893,1976,
34462,Frederick A. Farrell,1882,1935,
41562,Richard Ford,1796,1858,
96445,Not Vital,1948,,
7241,Jean-Claude Duplessis,,,
20421,Petitpierre et Cie.,,,
104878,Mike Davis,,,
41132,Jean Jacques François Lebarbier,1738,1826,
6846,Amos Doolittle,1754,1832,
82113,G.P. & J. Baker Ltd.,,,
107242,Charles Meily,1806,1877,
100587,Elsie Wright,1902,,
41427,Tommaso di Andrea Vincidor,,1536,
71091,Domenico Vito,,,
74293,Style of Andrea Riccio,1470,1532,
104897,Don Kingman,,,
14892,Nicolaes Lauwers,1600,1652,
44625,Joseph Anton Rhomberg,1786,1855,
87311,Burt Silverman,1928,,
33718,Louis Boulanger,1806,1867,
116453,Deborah Boardman,,,
24874,Hedda Sterne,1910,2011,
116003,T. Simpson and Son,,,
31375,Josef Haller,1737,1773,
33348,Rodolfo Abularach,1934,,
56618,Johann Riepenhausen,1788,1860,
63556,Kenneth A. Schroeder,1943,,
35336,Peter L. Krider,1820,1895,
117242,Neo-Assyrian,,,
35766,Georges Michel,1763,1843,"French painter. He came from a humble background, his father being an employee at the market of Les Halles in Paris. At an early age, a farmer general, M. de Chalue, took an interest in him and found him a place with the curate of Veruts, on the plain of Saint-Denis, north of Paris. It was here that he first developed a love of the countryside. In 1775 he was apprenticed to a mediocre history painter called Leduc, but he preferred to go off and sketch out of doors. In order to assist him, M. de Berchigny, Colonel in the Hussars, engaged him in his regiment garrisoned in Normandy and arranged for him to take lessons in art. He remained there for more than a year and then returned to Paris, where he worked with M. de Grammont-Voulgy, who was Steward to the brother of Louis XVI. In 1789 Grammont-Voulgy took him to Switzerland, and Michel also visited Germany, where he stayed with the Duc de Guiche. He rarely exhibited at the Salons. After the revolution in 1830 he retired and devoted himself to drawing landscapes of the environment of Paris. In 1841 he sold his atelier, and his  almost thousand paintings on paper and about 2.000 drawings. He can be considered one of the forerunners of the painters of Barbizon. "
34874,F. Jay Haynes,1853,1921,
21375,Saul Raskin,1878,1966,
23348,Lester O. Schwartz,1913,,
40666,Jean-Laurent Legeay,1705,1791,"French architect and draughtsman. He studied at the Ecole des Beaux-Arts, Paris, and won the Prix de Rome in 1732. His residence in Rome (1737-42) coincided with the arrival from Venice (1740) of Giovanni Battista Piranesi, who was considerably influenced by Legeay's dramatic engravings of the monuments of Roman antiquity. Legeay worked with Piranesi and other engravers on illustrations for guide books on Rome, and he was an important figure in the cross-currents of influence and ideas between Piranesi and the French scholars in Rome. Legeay returned to Paris in 1742, and he was appointed professor at the Académie Royale d'Architecture, where his drawing methods and his teaching were enormously influential on such pupils as Charles de Wailly and Étienne-Louis Boullée. In 1745 Legeay went to Berlin, where he worked on plans for the Catholic church of St Hedwig, a circular design derived from the Pantheon in Rome, which was illustrated in six engravings published in 1747. The building was completed to a modified design in 1773, finally receiving the lantern and cross that he had intended in 1886-87. Legeay obtained appointments at the court of Mecklenburg-Schwerin from 1748 to the mid-1750s; he laid out the Schlossgarten at Schwerin in the style of André Le Nôtre in the early 1750s and designed the Saalanbau of the palace at Rostock. In 1756 he went to Potsdam, where he worked for Frederick II, King of Prussia, on the Neues Palais at Sanssouci, together with Johann Gottfried Buring, Karl Philipp Christian von Gontard (1731-1791) and Heinrich Ludwig Manger (1728-89). His individual contribution is difficult to determine, and he fell out with the king and left in 1763 when construction work began. He is certainly responsible, however, for the Communs in Potsdam, a pair of Neo-classical palaces - the first in this style in Prussia - built to accommodate courtiers. These buildings face the Neues Palais across a broad square; they are fronted by imposing double-curved staircases and linked by a semicircular colonnade designed by von Gontard. Legeay then travelled to England, where his presence is noted in 1766 and 1767. He was in contact with William Chambers, and he made a perspective drawing of Chambers's Casino at Marino, Dublin. He returned to France c. 1767 and worked on the publication of his various collections of engravings, including Fontane (1767), Rovine (1768), Vasi and Tombeaux (both published in Paris, 1770), all in the heavily monumental style that had so impressed Piranesi. Legeay is last recorded seeking a pension from the Duke of Mecklenburg in 1786 to enable him to spend his old age in Rome. His reputation is derived less from built works than from his drawings and projects, which inspired his French contemporaries in Rome (including Robert Le Lorrain, Nicolas-Marie Potain and Jacques-Edmé Dumont) as well as his pupils at the Académie Royale with an enthusiasm for Neo-classical forms and ambitious scale that spelt the end of the Rococo and anticipated the era of French Revolutionary architecture. "
13204,Paul Pierre Jouve,1880,1973,
47459,Robert Julius Brawley,1937,,
72717,William Hough,,,
11556,John Hill,1770,1850,
90211,John Deom,1952,,
98621,Luigi Bevilacqua,,,
19166,Johann Christian Neuber,1735,1808,
105843,William Hanson,,,
42134,"Domenico Theotokópoulos, called El Greco",1541,1614,
46874,Style of Henry Fuseli,1741,1825,
3428,Gordon Frederick Browne,1858,1932,
31949,Marshall Field & Co. Craft Shop,,,
33974,Master Allaert Claesz,1495,1562,
4617,Lee Chesney,1920,,
35459,Alfred Leslie,1927,2023,
48169,Kate Charles,,,
40559,Suzanne Duchamp,1889,1963,
46527,Follower of George Romney,1734,1802,
17482,Miyagawa Chôshun,1683,1753,
114751,Monogrammist ia,,,
113094,S M,,,
108772,Workshop of Gerard Peemans,,,
62078,Lee Ufan,1936,,
5456,William Cowell Jr.,1713,1761,
36625,William Sharp,1749,1824,
57336,Alan Saret,1944,,
42837,Micha Bar-Am,1930,,
12680,Jules Ferdinand Jacquemart,1837,1880,
108322,C. S. Peake,,,
34248,Arthur Devis,1708,1787,"English painter, part of a family of painters. By 1728 he had left Preston, and the following year he was working in London for the Flemish topographical and sporting painter Peter Tillemans. There he specialized in landscape painting and copying various works in Tillemans's studio after Marco Ricci, Giovanni Paolo Pannini and Jan van Bloemen. Devis's earliest known commission, Hoghton Towers from Duxon Hill, Lancashire (1735; private collection), painted for Sir Henry Hoghton during a trip to Preston in 1734-35, shows Tillemans's influence in its attention to detail and the use of thin, transparent paint. Thomas Lister with his Family (c. 1738; Art Institute, Chicago) demonstrates a similar interest in landscape, featuring the family group in Gisburn Park, Lancs. Devis had returned to London by 1742 and established himself as a painter of conversation pieces, with a studio in Great Queen Street. He received his greatest number of commissions for portraits between 1748 and 1758. Many of the pictures show the sitters in landscapes. Although described with what seems like precise topographical detail, these views, like all but one of the interiors, were mostly invented by Devis. During the 1760s, Devis's success as a portrait painter diminished sharply. Although he exhibited works at the new Free Society of Artists between 1761 and 1775 and in 1780, becoming its president in 1768, his style seemed old-fashioned compared to portraits by important contemporary artists such as Joshua Reynolds and Johann Zoffany. During the 1770s and 1780s, he seems to have made his living by restoring pictures. He retired to Brighton in 1783 and died there in 1787. Devis married Elizabeth Faulkner (1719-1788) in 1742. They had twenty-two children, only six of whom survived past infancy. Two, Thomas Anthony Devis and Arthur William Devis, became painters. Devis's half-brother Anthony Devis also was a painter. "
62428,Johann Joseph Mildner,1765,1808,
43375,Mabel C. Dibble,1858,1917,
41348,"Gerard Hoet, I",1648,1733,
58493,Mark Mulhern,1951,,
33098,"Henry Wessel, Jr.",1942,,
